Subject,Predicate,Object
Gō,starred_by,Kōji Ishizaka
Gō,starred_by,Takehiro Hira
Gō,starred_by,Mariko Kaga
Gō,starred_by,Yasuko Tomita
Gō,starred_by,Yasuo Daichi
Gō,starred_by,Takumi Saito
Gō,starred_by,Motoya Izumi
HaMisrad,starred_by,Dvir Benedek
HaMisrad,has_genre,Mockumentary
HaMisrad,released_on_date,2010-08-10 00:00:00
HaMisrad,released_on_year,2010
HaMisrad,has_genre,Comedy
Herederos de una venganza,starred_by,Rodolfo Ranni
Herederos de una venganza,has_genre,Telenovela
Herederos de una venganza,released_on_date,2011-01-17 00:00:00
Herederos de una venganza,released_on_year,2011
Herederos de una venganza,starred_by,Romina Gaetani
Herederos de una venganza,starred_by,Benjamín Vicuña
Herederos de una venganza,starred_by,Betiana Blum
Herederos de una venganza,starred_by,Luciano Castro
Herederos de una venganza,starred_by,Marcela Kloosterboer
Herederos de una venganza,starred_by,Marco Antonio Caponi
High Kick: Revenge of the Short Legged,starred_by,Julien Kang
High Kick: Revenge of the Short Legged,has_genre,Situation comedy
High Kick: Revenge of the Short Legged,released_on_date,2011-01-16 00:00:00
High Kick: Revenge of the Short Legged,released_on_year,2011
High Kick: Revenge of the Short Legged,starred_by,Lee Jong-suk
High Kick: Revenge of the Short Legged,starred_by,Lee Juck
High Kick: Revenge of the Short Legged,starred_by,Baek Jin-hee
High Kick: Revenge of the Short Legged,starred_by,Ahn Nae-sang
High Kick: Revenge of the Short Legged,starred_by,Park Ha-sun
High Kick: Revenge of the Short Legged,starred_by,Kang Seung-yoon
High Kick: Revenge of the Short Legged,starred_by,Kim Ji-won
High Kick: Revenge of the Short Legged,starred_by,Krystal Jung
High Kick: Revenge of the Short Legged,starred_by,Seo Ji-seok
High Kick: Revenge of the Short Legged,starred_by,Yoon Kye-sang
High Kick: Revenge of the Short Legged,starred_by,Yoon Yoo-sun
Chemistry: A Volatile History,starred_by,Andrea Sella
Chemistry: A Volatile History,has_genre,History of science
Chemistry: A Volatile History,released_on_date,2010-01-21 00:00:00
Chemistry: A Volatile History,released_on_year,2010
La casa de al lado,starred_by,Sarah Mintz
La casa de al lado,has_genre,Telenovela
La casa de al lado,released_on_date,2011-05-31 00:00:00
La casa de al lado,released_on_year,2011
La casa de al lado,starred_by,David Chocarro
La casa de al lado,starred_by,Jorge Luis Pila
La casa de al lado,starred_by,Gabriel Porras
La casa de al lado,starred_by,Catherine Siachoque
La casa de al lado,starred_by,Daniel Lugo
La casa de al lado,starred_by,Felicia Mercado
La casa de al lado,starred_by,Karla Monroig
La casa de al lado,starred_by,Miguel Varoni
La casa de al lado,starred_by,Ximena Duque
La mujer perfecta,starred_by,Ricardo Álamo
La mujer perfecta,has_genre,Telenovela
La mujer perfecta,released_on_date,2010-09-01 00:00:00
La mujer perfecta,released_on_year,2010
La mujer perfecta,starred_by,Mónica Spear
La mujer perfecta,starred_by,Albi De Abreu
La mujer perfecta,starred_by,Ana Karina Manco
La mujer perfecta,starred_by,Eduardo Orozco
La mujer perfecta,starred_by,Eduardo Serrano
La mujer perfecta,starred_by,Flavia Gleske
La mujer perfecta,starred_by,Guillermo García
La mujer perfecta,starred_by,Jean Carlo Simancas
La mujer perfecta,starred_by,Manuel Sosa
La mujer perfecta,starred_by,Marisa Román
La mujer perfecta,starred_by,Marlene De Andrade
La viuda joven,starred_by,Juan Carlos García
La viuda joven,has_genre,Telenovela
La viuda joven,released_on_date,2011-03-16 00:00:00
La viuda joven,released_on_year,2011
La viuda joven,starred_by,Luciano D'Alessandro
La viuda joven,starred_by,Luis Gerónimo Abreu
La viuda joven,starred_by,Mariangel Ruiz
La viuda joven,starred_by,Verónica Schneider
Die Deutschen,released_on_date,2010-11-13 00:00:00
Die Deutschen,released_on_year,2010
Ohisama,starred_by,Misako Watanabe
Ohisama,has_genre,Japanese television drama
Ohisama,released_on_date,2011-04-04 00:00:00
Ohisama,released_on_year,2011
Ohisama,starred_by,Maiko
Ohisama,starred_by,Yuki Saito
Ohisama,starred_by,Yumi Shirakawa
Ohisama,starred_by,Ayako Wakao
Ohisama,starred_by,Ayumi Ito
Ohisama,starred_by,Tokio Emoto
Ohisama,starred_by,Tomoyo Harada
Ohisama,starred_by,Eri Watanabe
Ohisama,starred_by,Hikari Mitsushima
Ohisama,starred_by,Tetsuko Kuroyanagi
Ohisama,starred_by,Kanako Higuchi
Ohisama,starred_by,Kei Tanaka
Ohisama,starred_by,Kengo Kora
Ohisama,starred_by,Kento Nagayama
Ohisama,starred_by,Mao Inoue
Ohisama,starred_by,Yasufumi Terawaki
Ohisama,starred_by,Yoko Tsukasa
Rockovnik,has_genre,Documentary
Rockovnik,released_on_date,2011-01-01 00:00:00
Rockovnik,released_on_year,2011
Sanib Puwersa,has_genre,Documentary
Sanib Puwersa,released_on_date,2011-10-23 00:00:00
Sanib Puwersa,released_on_year,2011
Paul O'Grady Live,has_genre,Entertainment
Paul O'Grady Live,released_on_date,2010-09-10 00:00:00
Paul O'Grady Live,released_on_year,2010
Uno,released_on_date,2009-12-21 00:00:00
Uno,released_on_date,2010-01-25 00:00:00
Uno,released_on_year,2010
Uno,released_on_date,2010-04-22 00:00:00
Comic's Choice,has_genre,Clip show
Comic's Choice,released_on_date,2011-01-16 00:00:00
Comic's Choice,released_on_year,2011
Comic's Choice,has_genre,Chat show
Genius of Britain,has_genre,Documentary film
Genius of Britain,released_on_date,2010-05-30 00:00:00
Genius of Britain,released_on_year,2010
Mongo Wrestling Alliance,has_genre,Comedy
Mongo Wrestling Alliance,released_on_date,2011-01-23 00:00:00
Mongo Wrestling Alliance,released_on_year,2011
Museum of Life,has_genre,Documentary
Museum of Life,released_on_date,2010-03-18 00:00:00
Museum of Life,released_on_year,2010
The Queen's Palaces,has_genre,Documentary
The Queen's Palaces,released_on_date,2011-09-12 00:00:00
The Queen's Palaces,released_on_year,2011
The Secret History of Eurovision,has_genre,Music
The Secret History of Eurovision,released_on_date,2011-04-30 00:00:00
The Secret History of Eurovision,released_on_year,2011
The Secret History of Eurovision,released_on_date,2011-05-01 00:00:00
The Secret History of Eurovision,released_on_date,2011-05-05 00:00:00
The Secret History of Eurovision,released_on_date,2011-05-06 00:00:00
The Secret History of Eurovision,released_on_date,2011-05-07 00:00:00
The Secret History of Eurovision,released_on_date,2011-05-09 00:00:00
The Secret History of Eurovision,released_on_date,2011-05-10 00:00:00
The Secret History of Eurovision,released_on_date,2011-05-13 00:00:00
"The Story of Science: Power, Proof and Passion",has_genre,Science
"The Story of Science: Power, Proof and Passion",released_on_date,2010-04-27 00:00:00
"The Story of Science: Power, Proof and Passion",released_on_year,2010
The Street That Cut Everything,has_genre,Current affairs
The Street That Cut Everything,released_on_date,2011-05-16 00:00:00
The Street That Cut Everything,released_on_year,2011
This Is Your Life,has_genre,Documentary film
This Is Your Life,released_on_date,2011-02-28 00:00:00
This Is Your Life,released_on_year,2011
This Is Your Life,has_genre,Reality television
Slovenski Top Model,has_genre,Reality television
Slovenski Top Model,released_on_date,2010-09-22 00:00:00
Slovenski Top Model,released_on_year,2010
Yūsha Yoshihiko,has_genre,Parody
Yūsha Yoshihiko,released_on_date,2011-07-09 00:00:00
Yūsha Yoshihiko,released_on_year,2011
Yūsha Yoshihiko,has_genre,Comedy
Yūsha Yoshihiko,has_genre,Fantasy
Zombies,has_genre,Turn-based strategy
Zombies,released_on_date,2011-01-12 00:00:00
Zombies,released_on_year,2011
Broad Street Bullies,has_genre,Documentary film
Broad Street Bullies,released_on_date,2010-05-04 00:00:00
Broad Street Bullies,released_on_year,2010
Anatomy of a Disaster,has_genre,Documentary
Anatomy of a Disaster,released_on_date,2010-08-22 00:00:00
Anatomy of a Disaster,released_on_year,2010
Justin Lee Collins: Good Times,has_genre,Entertainment
Justin Lee Collins: Good Times,released_on_date,2010-03-29 00:00:00
Justin Lee Collins: Good Times,released_on_year,2010
Kandidato,has_genre,Public affairs
Kandidato,released_on_date,2010-03-03 00:00:00
Kandidato,released_on_year,2010
Last Day of the Dinosaurs,has_genre,Documentary film
Last Day of the Dinosaurs,released_on_date,2010-08-28 00:00:00
Last Day of the Dinosaurs,released_on_year,2010
Splatterhouse,has_genre,Beat 'em up
Splatterhouse,released_on_date,2010-11-23 00:00:00
Splatterhouse,released_on_year,2010
Splatterhouse,has_genre,Hack and slash
Splatterhouse,has_genre,Survival horror
Srpski Top Model,has_genre,Reality television
Srpski Top Model,released_on_date,2011-03-16 00:00:00
Srpski Top Model,released_on_year,2011
Ikenie no Yoru,has_genre,Adventure game
Ikenie no Yoru,released_on_date,2011-03-24 00:00:00
Ikenie no Yoru,released_on_year,2011
Ikenie no Yoru,has_genre,Survival horror
Camp Rock 2: The Final Jam,directed_by,Paul Hoen
Camp Rock 2: The Final Jam,starred_by,Demi Lovato
Camp Rock 2: The Final Jam,released_on_date,2010-09-03 00:00:00
Camp Rock 2: The Final Jam,released_on_year,2010
Camp Rock 2: The Final Jam,starred_by,Meaghan Martin
Camp Rock 2: The Final Jam,starred_by,Alyson Stoner
Camp Rock 2: The Final Jam,starred_by,Nick Jonas
Camp Rock 2: The Final Jam,starred_by,Joe Jonas
Camp Rock 2: The Final Jam,starred_by,Kevin Jonas
Camp Rock 2: The Final Jam,starred_by,Maria Canals-Barrera
Being Human,directed_by,Jack Neo
Being Human,starred_by,Jeremy Chan
Being Human,released_on_date,2010-03-04 00:00:00
Being Human,released_on_year,2010
Being Human,starred_by,Mark Lee
Being Human,starred_by,Yeo Yann Yann
Bengaloored,directed_by,Swaroop Kanchi
Bengaloored,starred_by,Harish Raj
Bengaloored,released_on_date,2010-07-02 00:00:00
Bengaloored,released_on_year,2010
Prep & Landing,directed_by,Stevie Wermers
Prep & Landing,starred_by,Sarah Chalke
Prep & Landing,released_on_date,2009-12-08 00:00:00
Prep & Landing,released_on_year,2009
Prep & Landing,starred_by,Dave Foley
Prep & Landing,starred_by,Derek Richardson
Prep & Landing,starred_by,W. Morgan Sheppard
Production of Harry Potter and the Deathly Hallows,directed_by,David Yates
Production of Harry Potter and the Deathly Hallows,starred_by,Brendan Gleeson
Production of Harry Potter and the Deathly Hallows,released_on_date,2010-11-19 00:00:00
Production of Harry Potter and the Deathly Hallows,released_on_year,2010
Production of Harry Potter and the Deathly Hallows,released_on_date,2011-07-15 00:00:00
Production of Harry Potter and the Deathly Hallows,released_on_year,2011
Production of Harry Potter and the Deathly Hallows,starred_by,David Thewlis
Production of Harry Potter and the Deathly Hallows,starred_by,Julie Walters
Production of Harry Potter and the Deathly Hallows,starred_by,Rhys Ifans
Production of Harry Potter and the Deathly Hallows,starred_by,Richard Griffiths
Production of Harry Potter and the Deathly Hallows,starred_by,Robbie Coltrane
Production of Harry Potter and the Deathly Hallows,starred_by,Rupert Grint
Production of Harry Potter and the Deathly Hallows,starred_by,Emma Watson
Production of Harry Potter and the Deathly Hallows,starred_by,Gary Oldman
Production of Harry Potter and the Deathly Hallows,starred_by,Maggie Smith
Production of Harry Potter and the Deathly Hallows,starred_by,Timothy Spall
Production of Harry Potter and the Deathly Hallows,starred_by,Warwick Davis
Production of Harry Potter and the Deathly Hallows,starred_by,Alan Rickman
Production of Harry Potter and the Deathly Hallows,starred_by,Daniel Radcliffe
Production of Harry Potter and the Deathly Hallows,starred_by,Fiona Shaw
Production of Harry Potter and the Deathly Hallows,starred_by,Helena Bonham Carter
Production of Harry Potter and the Deathly Hallows,starred_by,Jason Isaacs
Production of Harry Potter and the Deathly Hallows,starred_by,John Hurt
Production of Harry Potter and the Deathly Hallows,starred_by,Imelda Staunton
Production of Harry Potter and the Deathly Hallows,starred_by,Michael Gambon
Production of Harry Potter and the Deathly Hallows,starred_by,Ralph Fiennes
Robot Chicken: Star Wars Episode III,directed_by,Chris McKay
Robot Chicken: Star Wars Episode III,starred_by,Billy Dee Williams
Robot Chicken: Star Wars Episode III,released_on_date,2010-12-19 00:00:00
Robot Chicken: Star Wars Episode III,released_on_year,2010
Robot Chicken: Star Wars Episode III,starred_by,Bob Bergen
Robot Chicken: Star Wars Episode III,starred_by,Breckin Meyer
Robot Chicken: Star Wars Episode III,starred_by,Matthew Senreich
Robot Chicken: Star Wars Episode III,starred_by,Anthony Daniels
Robot Chicken: Star Wars Episode III,starred_by,Zac Efron
Robot Chicken: Star Wars Episode III,starred_by,Tom Kane
Robot Chicken: Star Wars Episode III,starred_by,Abraham Benrubi
Robot Chicken: Star Wars Episode III,starred_by,Adrianne Palicki
Robot Chicken: Star Wars Episode III,starred_by,Ahmed Best
Robot Chicken: Star Wars Episode III,starred_by,Dan Milano
Robot Chicken: Star Wars Episode III,starred_by,Eden Espinosa
Robot Chicken: Star Wars Episode III,starred_by,Keith Ferguson
Robot Chicken: Star Wars Episode III,starred_by,Donald Faison
Robot Chicken: Star Wars Episode III,starred_by,Donald Glover
Robot Chicken: Star Wars Episode III,starred_by,Hugh Davidson
Robot Chicken: Star Wars Episode III,starred_by,Mike Henry
Robot Chicken: Star Wars Episode III,starred_by,Rachael Leigh Cook
Robot Chicken: Star Wars Episode III,starred_by,Raymond Ochoa
Robot Chicken: Star Wars Episode III,starred_by,Seth Green
Robot Chicken: Star Wars Episode III,starred_by,Seth MacFarlane
Robot Chicken: Star Wars Episode III,starred_by,Zeb Wells
Robot Chicken: Star Wars Episode III,directed_by,Seth Green
Santhoshathinte Onnam Rahasyam,directed_by,Don Palathara
Santhoshathinte Onnam Rahasyam,starred_by,Rima Kallingal
Santhoshathinte Onnam Rahasyam,released_on_date,2010-02-21 00:00:00
Santhoshathinte Onnam Rahasyam,released_on_year,2010
Santhoshathinte Onnam Rahasyam,starred_by,Jitin Puthenchery
Goodbye,directed_by,Mohammad Rasoulof
Goodbye,starred_by,Roya Teymourian
Goodbye,released_on_date,2011-09-07 00:00:00
Goodbye,released_on_year,2011
Goodbye,starred_by,Leila Zare
Minotaur,directed_by,Jonathan English
Minotaur,starred_by,Rutger Hauer
Minotaur,released_on_date,2011-03-06 00:00:00
Minotaur,released_on_year,2011
Minotaur,starred_by,Tom Hardy
Minotaur,starred_by,Tony Todd
Minotaur,starred_by,Ingrid Pitt
Mr. Popper's Penguins,directed_by,Mark Waters
Mr. Popper's Penguins,starred_by,Carla Gugino
Mr. Popper's Penguins,released_on_date,2011-06-17 00:00:00
Mr. Popper's Penguins,released_on_year,2011
Mr. Popper's Penguins,starred_by,David Krumholtz
Mr. Popper's Penguins,starred_by,Desmin Borges
Mr. Popper's Penguins,starred_by,Maxwell Perry Cotton
Mr. Popper's Penguins,starred_by,Clark Gregg
Mr. Popper's Penguins,starred_by,Frank Welker
Mr. Popper's Penguins,starred_by,Angela Lansbury
Mr. Popper's Penguins,starred_by,Madeline Carroll
Mr. Popper's Penguins,starred_by,James Tupper
Mr. Popper's Penguins,starred_by,Jeffrey Tambor
Mr. Popper's Penguins,starred_by,Jim Carrey
Mr. Popper's Penguins,starred_by,Dominic Chianese
Mr. Popper's Penguins,starred_by,Philip Baker Hall
Mr. Popper's Penguins,starred_by,Ophelia Lovibond
Muhteşem Yüzyıl,directed_by,The Taylan Brothers
Muhteşem Yüzyıl,starred_by,Sarp Akkaya
Muhteşem Yüzyıl,released_on_date,2011-01-05 00:00:00
Muhteşem Yüzyıl,released_on_year,2011
Muhteşem Yüzyıl,starred_by,Berrak Tüzünataç
Muhteşem Yüzyıl,starred_by,Deniz Çakır
Muhteşem Yüzyıl,starred_by,Pelin Karahan
Muhteşem Yüzyıl,starred_by,Vahide Perçin
Muhteşem Yüzyıl,starred_by,Mehmet Günsür
Muhteşem Yüzyıl,starred_by,Meltem Cumbul
Muhteşem Yüzyıl,starred_by,Sabina Ajrula
Muhteşem Yüzyıl,starred_by,Engin Öztürk
Muhteşem Yüzyıl,starred_by,Aras Bulut İynemli
Muhteşem Yüzyıl,starred_by,Arif Erkin Güzelbeyoğlu
Muhteşem Yüzyıl,starred_by,Burak Özçivit
Muhteşem Yüzyıl,starred_by,Burcu Özberk
Muhteşem Yüzyıl,starred_by,Tolga Sarıtaş
Muhteşem Yüzyıl,starred_by,Tuncel Kurtiz
Muhteşem Yüzyıl,starred_by,Filiz Ahmet
Muhteşem Yüzyıl,starred_by,Nur Fettahoğlu
Muhteşem Yüzyıl,starred_by,Ozan Güven
Muhteşem Yüzyıl,starred_by,Gürbey İleri
Muhteşem Yüzyıl,starred_by,Halit Ergenç
Muhteşem Yüzyıl,starred_by,Merve Boluğur
Muhteşem Yüzyıl,starred_by,Meryem Uzerli
Muhteşem Yüzyıl,starred_by,Nebahat Çehre
Muhteşem Yüzyıl,starred_by,Okan Yalabık
Muhteşem Yüzyıl,starred_by,Selim Bayraktar
Muhteşem Yüzyıl,starred_by,Selma Ergeç
Muni,starred_by,Vinu Chakravarthy
Muni,released_on_date,2011-07-22 00:00:00
Muni,released_on_year,2011
Muni,starred_by,Devadarshini
The Last Flight,directed_by,Karim Dridi
The Last Flight,starred_by,Guillaume Canet
The Last Flight,released_on_date,2009-12-16 00:00:00
The Last Flight,released_on_year,2009
The Last Flight,starred_by,Marion Cotillard
The Monitor,directed_by,Pål Sletaune
The Monitor,starred_by,Noomi Rapace
The Monitor,released_on_date,2011-10-07 00:00:00
The Monitor,released_on_year,2011
The Monitor,starred_by,Kristoffer Joner
The Pregnancy Pact,directed_by,Rosemary Rodriguez
The Pregnancy Pact,starred_by,Camryn Manheim
The Pregnancy Pact,released_on_date,2010-01-23 00:00:00
The Pregnancy Pact,released_on_year,2010
The Pregnancy Pact,starred_by,Thora Birch
The Pregnancy Pact,starred_by,Madisen Beaty
The Shield of Honor,directed_by,Emory Johnson
The Shield of Honor,starred_by,Dorothy Gulliver
The Shield of Honor,released_on_date,2010-12-27 00:00:00
The Shield of Honor,released_on_year,2010
The Shield of Honor,starred_by,Neil Hamilton
The Sinking of the Laconia,directed_by,Uwe Janson
The Sinking of the Laconia,starred_by,Brian Cox
The Sinking of the Laconia,released_on_date,2011-01-06 00:00:00
The Sinking of the Laconia,released_on_year,2011
The Sinking of the Laconia,starred_by,Matthias Koeberlin
The Sinking of the Laconia,starred_by,Franka Potente
The Sinking of the Laconia,starred_by,Frederick Lau
The Sinking of the Laconia,starred_by,Morven Christie
The Sinking of the Laconia,starred_by,Thomas Kretschmann
The Sinking of the Laconia,starred_by,Andrew Buchan
The Sinking of the Laconia,starred_by,Lindsay Duncan
The Sinking of the Laconia,starred_by,Ludovico Fremont
The Sinking of the Laconia,starred_by,Ken Duken
London Boulevard,directed_by,William Monahan
London Boulevard,starred_by,Ben Chaplin
London Boulevard,released_on_date,2010-11-26 00:00:00
London Boulevard,released_on_year,2010
London Boulevard,starred_by,David Thewlis
London Boulevard,starred_by,Colin Farrell
London Boulevard,starred_by,Anna Friel
London Boulevard,starred_by,Keira Knightley
London Boulevard,starred_by,Ray Winstone
Man's Genesis,directed_by,D. W. Griffith
Man's Genesis,starred_by,Robert Harron
